Temperature,Humidity,WindSpeed,LightIntensity,FlowerDensity,PollenAvailability,Region,TimeOfDay,PollinatorActivity
27.58,30.93,8.1,598.32,45.18,16.46,Rural,Afternoon,Medium
22.4,38.14,0.0,742.47,80.34,13.03,Urban,Morning,Medium
26.03,56.54,9.84,910.95,46.4,18.05,Rural,Evening,Medium
28.89,29.69,4.52,589.68,20.23,24.57,Rural,Afternoon,Medium
34.15,67.47,12.33,818.71,37.85,13.45,Forest,Afternoon,Medium
31.02,68.07,11.48,704.44,37.39,26.7,Urban,Morning,Medium
23.75,59.91,15.36,980.65,92.81,23.06,Urban,Morning,Medium
40.0,38.18,12.54,643.42,83.31,21.03,Rural,Morning,High
29.32,75.7,13.45,676.32,64.62,36.62,Forest,Evening,Medium
34.38,85.56,4.65,587.68,43.14,0.39,Rural,Evening,Medium
27.24,57.21,12.02,651.33,74.01,21.16,Rural,Afternoon,Medium
30.67,62.66,17.84,464.95,27.33,1.48,Rural,Evening,Low
32.2,58.03,4.56,435.22,71.53,27.39,Forest,Morning,High
34.09,62.96,17.0,932.73,68.56,32.62,Rural,Morning,High
33.29,53.21,5.25,375.04,46.97,11.49,Forest,Evening,Medium
32.36,54.48,3.74,604.26,72.78,12.77,Urban,Afternoon,Medium
26.42,68.59,9.48,1004.6,41.06,8.02,Rural,Afternoon,Medium
25.14,90.0,11.58,594.19,24.7,25.64,Urban,Afternoon,Medium
29.66,34.0,12.56,948.62,69.56,21.59,Rural,Afternoon,Medium
32.67,53.44,3.19,522.69,48.3,22.21,Urban,Morning,High
26.89,37.29,10.17,384.65,62.04,21.32,Forest,Evening,Medium
33.33,78.88,4.57,221.55,86.42,15.26,Rural,Morning,Medium
35.26,46.18,0.56,1093.82,35.55,36.32,Rural,Afternoon,High
23.42,33.35,3.36,358.94,47.13,27.72,Forest,Afternoon,Medium
23.82,64.57,4.25,924.16,81.39,13.15,Urban,Morning,Medium
27.3,81.16,10.61,400.02,63.37,17.99,Urban,Afternoon,Medium
29.54,64.95,13.76,1095.22,36.0,16.28,Forest,Morning,High
25.38,58.07,0.63,1200.0,30.9,39.06,Urban,Morning,High
34.76,61.14,9.76,194.04,39.44,32.11,Forest,Morning,High
30.12,76.22,2.12,374.57,35.23,23.74,Urban,Morning,Medium
28.2,41.89,11.15,931.94,54.75,42.07,Forest,Afternoon,High
20.82,53.32,4.89,853.91,51.57,39.52,Forest,Afternoon,Medium
21.42,48.21,2.74,933.08,55.58,22.69,Forest,Afternoon,Medium
29.41,37.48,12.0,527.87,33.18,20.89,Forest,Evening,Medium
17.34,50.07,5.07,1200.0,48.58,21.38,Urban,Morning,Medium
33.06,71.62,6.42,735.41,10.0,15.47,Rural,Evening,Low
27.21,63.5,0.0,334.91,52.9,42.34,Urban,Morning,Medium
40.0,64.66,12.73,624.06,73.51,14.94,Forest,Morning,High
39.54,57.2,12.1,338.93,21.51,33.68,Rural,Afternoon,Medium
27.09,62.85,8.03,1177.28,59.67,31.91,Rural,Morning,High
27.47,42.99,0.36,501.9,37.78,21.95,Urban,Evening,Low
32.98,50.36,14.05,847.75,66.05,43.1,Forest,Afternoon,High
36.52,57.88,4.67,558.8,53.17,9.41,Forest,Afternoon,High
19.81,59.16,5.73,515.38,58.09,24.2,Forest,Morning,Medium
19.07,59.8,19.56,126.92,51.3,20.11,Forest,Afternoon,Low
24.89,52.92,4.48,879.45,76.57,34.61,Forest,Evening,Medium
30.91,49.34,11.71,1089.75,56.95,28.54,Rural,Morning,High
30.48,90.0,10.81,425.21,35.89,7.73,Urban,Evening,Low
33.35,68.6,9.95,236.43,51.97,37.39,Urban,Afternoon,Medium
22.0,61.2,9.41,940.99,42.62,29.85,Urban,Evening,Low
16.42,51.5,9.88,206.13,53.25,14.65,Rural,Evening,Low
32.29,48.23,9.36,1065.86,41.6,21.5,Rural,Afternoon,Medium
23.86,53.04,7.74,428.68,36.46,12.0,Urban,Morning,Medium
17.91,59.39,15.56,369.01,53.99,23.29,Rural,Morning,Low
28.73,26.79,1.44,774.54,51.12,26.5,Rural,Afternoon,High
31.97,31.46,13.11,388.56,71.28,21.65,Urban,Morning,Medium
27.39,45.45,12.11,487.87,41.7,20.5,Rural,Evening,Low
25.71,58.11,11.49,806.19,10.38,8.87,Forest,Afternoon,Medium
27.2,51.41,13.58,100.0,42.72,28.37,Urban,Afternoon,Low
26.15,77.17,7.54,1192.73,17.47,5.76,Urban,Morning,Medium
21.26,32.76,0.0,713.09,58.31,25.31,Urban,Morning,Medium
24.43,43.73,7.64,312.11,16.52,7.01,Urban,Afternoon,Low
30.61,77.8,3.04,394.83,30.23,25.51,Rural,Afternoon,Medium
29.61,56.97,4.34,997.49,42.75,24.94,Urban,Afternoon,Medium
28.84,68.27,1.79,880.32,80.88,29.03,Forest,Afternoon,High
23.02,85.77,5.61,1116.03,28.54,33.62,Rural,Evening,Medium
27.09,44.59,5.02,495.18,50.25,35.48,Rural,Evening,Medium
17.11,53.51,0.0,788.98,61.6,8.9,Urban,Afternoon,Medium
28.89,50.91,11.5,827.97,79.68,24.42,Rural,Afternoon,High
35.14,25.68,19.1,908.58,65.56,45.11,Rural,Afternoon,High
20.63,50.34,11.03,1038.18,71.88,26.19,Rural,Evening,Medium
25.07,68.22,6.99,484.82,67.29,16.69,Urban,Morning,Medium
29.65,63.11,7.73,665.75,25.82,24.2,Forest,Evening,Medium
34.26,64.29,5.9,516.96,57.19,21.16,Urban,Afternoon,Medium
25.76,49.37,8.45,684.22,66.97,13.24,Forest,Afternoon,Medium
24.54,45.16,7.81,909.53,30.87,33.69,Rural,Afternoon,Medium
18.16,74.04,3.79,203.79,38.4,30.84,Forest,Afternoon,Low
28.52,47.54,16.41,1032.81,33.94,11.65,Urban,Evening,Medium
38.21,59.41,0.56,358.25,65.45,24.07,Urban,Morning,Medium
29.39,57.45,11.59,607.79,48.61,19.34,Urban,Afternoon,Medium
27.89,76.93,7.49,1073.18,43.58,8.98,Rural,Afternoon,Medium
29.61,69.57,17.5,798.4,24.37,10.85,Forest,Afternoon,Medium
27.94,35.57,9.7,801.86,48.65,12.34,Urban,Morning,Medium
23.93,37.19,6.2,345.81,38.65,24.42,Urban,Evening,Low
32.12,63.68,6.76,386.77,54.87,20.42,Urban,Morning,Medium
29.13,54.03,8.2,982.38,27.14,15.41,Rural,Evening,Medium
28.09,48.17,2.29,523.26,53.56,21.08,Urban,Afternoon,Medium
23.12,70.23,4.17,551.53,41.22,32.48,Rural,Morning,Medium
34.52,57.81,0.0,989.19,25.01,28.57,Rural,Morning,High
31.32,55.79,3.39,385.03,23.45,35.02,Urban,Afternoon,Medium
25.24,66.7,8.47,780.77,26.46,22.72,Rural,Morning,Medium
33.01,49.37,9.5,712.87,45.87,41.03,Rural,Afternoon,Medium
25.51,78.53,0.0,699.19,52.42,28.48,Urban,Afternoon,Medium
24.09,43.18,7.31,544.47,55.4,20.11,Urban,Evening,Low
24.2,64.85,10.82,526.04,56.15,25.93,Forest,Evening,Low
19.14,76.51,7.19,376.49,34.83,12.52,Urban,Afternoon,Low
30.36,34.34,4.83,844.8,71.17,21.94,Forest,Afternoon,High
18.84,49.85,5.94,499.56,41.16,29.3,Forest,Morning,Medium
21.86,72.13,5.3,990.62,59.0,31.12,Forest,Afternoon,Medium
17.62,72.36,4.82,632.63,46.72,20.9,Urban,Afternoon,Low
27.57,52.43,8.87,382.46,57.51,50.0,Forest,Morning,Medium
27.25,43.98,19.54,628.66,45.71,23.28,Forest,Afternoon,Medium
26.37,69.34,4.28,576.74,57.87,8.22,Forest,Afternoon,Medium
22.79,72.75,6.41,1002.73,49.85,37.13,Urban,Evening,Low
22.14,37.53,7.74,589.3,66.28,31.07,Urban,Afternoon,Medium
30.32,36.94,4.56,617.14,33.63,27.32,Urban,Afternoon,Medium
25.25,58.38,13.49,1123.46,14.6,20.35,Urban,Morning,Medium
29.58,64.44,0.0,852.48,30.53,28.93,Rural,Evening,Medium
23.57,50.51,5.34,1198.81,71.38,41.19,Urban,Evening,Medium
28.91,65.19,12.09,1077.71,46.91,27.02,Forest,Afternoon,Medium
34.52,44.35,6.53,433.85,51.84,10.3,Urban,Evening,Medium
30.93,23.28,3.9,996.99,28.93,0.0,Rural,Evening,Medium
25.94,48.64,10.2,1157.59,51.31,28.85,Rural,Evening,Medium
29.29,55.95,12.53,1159.84,29.54,15.14,Rural,Morning,Medium
26.8,50.86,9.05,996.43,32.48,24.0,Urban,Morning,Medium
28.04,37.62,3.99,990.26,41.95,16.91,Rural,Evening,Medium
26.37,27.77,10.28,609.2,58.9,16.19,Rural,Evening,Medium
27.18,47.29,5.99,448.79,61.04,17.35,Rural,Afternoon,Medium
29.06,68.46,11.73,594.33,61.58,18.25,Urban,Evening,Medium
23.03,73.84,15.42,200.56,18.24,32.76,Rural,Morning,Low
22.92,72.82,0.0,1102.84,49.87,30.74,Rural,Afternoon,High
21.06,42.76,8.56,615.01,46.06,12.92,Forest,Morning,Medium
20.0,37.69,0.0,1087.4,19.36,14.28,Forest,Morning,High
21.91,62.45,20.21,330.55,50.32,28.79,Forest,Morning,Medium
28.8,64.53,5.66,1024.79,44.99,35.53,Rural,Morning,High
23.54,61.0,11.73,551.54,60.23,35.37,Forest,Morning,Medium
30.57,24.79,7.82,314.69,51.62,14.97,Urban,Afternoon,Medium
28.17,42.0,3.98,1188.14,39.01,34.89,Forest,Morning,High
18.16,54.55,3.39,1032.19,68.52,7.24,Urban,Evening,Medium
31.27,62.31,15.93,763.54,10.0,22.97,Forest,Afternoon,Medium
32.05,66.51,12.78,710.18,48.71,29.87,Forest,Evening,Medium
23.03,57.16,17.72,831.85,14.73,4.21,Forest,Afternoon,Medium
30.1,59.96,8.28,758.39,31.76,45.93,Urban,Evening,Medium
23.72,56.27,9.44,462.32,60.5,38.27,Urban,Morning,Medium
28.49,65.28,6.66,576.38,24.52,31.47,Forest,Evening,Medium
21.68,59.69,6.56,1200.0,21.53,15.35,Urban,Morning,Medium
19.03,55.99,2.79,1200.0,97.64,24.32,Forest,Afternoon,High
26.09,50.97,8.42,1168.8,22.81,32.9,Rural,Morning,High
27.38,56.22,4.05,843.47,83.01,13.77,Rural,Evening,Medium
26.01,62.27,10.21,598.68,46.56,23.2,Rural,Morning,Medium
22.08,59.01,8.85,460.54,39.5,34.1,Urban,Morning,Medium
26.0,60.71,9.44,480.32,61.34,10.05,Rural,Afternoon,Medium
29.35,75.14,16.38,534.02,76.73,28.32,Forest,Morning,High
27.78,58.98,7.81,1200.0,27.08,7.45,Forest,Afternoon,Medium
28.91,45.27,11.78,1200.0,39.8,15.56,Urban,Evening,Medium
24.65,68.25,18.26,923.88,66.94,19.95,Forest,Afternoon,Medium
33.86,34.51,14.53,411.82,55.76,30.14,Rural,Evening,Medium
22.12,38.78,13.77,967.92,72.04,17.99,Forest,Evening,Medium
30.44,60.04,6.47,628.41,60.3,26.26,Urban,Morning,Medium
33.91,62.75,9.15,100.0,86.16,18.13,Forest,Afternoon,Medium
30.4,36.32,1.41,786.13,53.57,19.69,Forest,Evening,Medium
26.99,49.26,10.49,447.43,54.44,37.51,Rural,Morning,High
25.36,45.91,9.37,457.58,56.43,13.5,Urban,Morning,Medium
33.18,47.7,8.12,624.88,47.15,32.59,Rural,Evening,Medium
20.89,69.15,13.14,550.5,66.96,24.99,Forest,Morning,Medium
23.15,65.6,1.96,689.72,54.74,19.24,Urban,Afternoon,Medium
26.01,54.71,16.17,675.3,65.76,12.82,Forest,Evening,Medium
34.19,46.81,12.51,137.26,68.89,13.54,Forest,Evening,Medium
29.9,34.76,7.65,1156.08,58.57,17.61,Rural,Morning,High
23.16,76.3,7.26,404.99,60.03,23.5,Forest,Evening,Low
26.45,63.88,10.4,414.28,29.79,31.04,Urban,Evening,Low
24.93,44.4,15.6,601.43,38.99,22.0,Urban,Evening,Low
24.45,65.79,8.51,667.5,66.87,22.67,Rural,Afternoon,Medium
32.89,53.95,8.72,1137.69,78.47,24.16,Rural,Afternoon,High
21.14,50.69,8.09,780.83,11.19,29.77,Urban,Afternoon,Medium
36.04,61.53,16.91,869.94,38.64,31.45,Rural,Afternoon,High
32.14,43.88,6.16,782.36,50.47,11.13,Forest,Morning,High
33.45,49.84,7.85,769.44,32.41,22.18,Urban,Evening,Low
25.69,56.82,15.32,792.92,33.55,37.27,Rural,Afternoon,Medium
27.25,47.51,8.74,120.18,59.5,11.84,Urban,Morning,Medium
20.83,65.04,13.69,625.02,81.63,25.74,Forest,Afternoon,Medium
25.38,83.04,3.44,1048.68,10.0,23.29,Rural,Morning,Medium
30.47,43.69,6.97,1200.0,46.59,19.33,Urban,Afternoon,High
34.48,30.02,15.42,338.71,59.27,40.91,Forest,Afternoon,Medium
22.46,24.97,4.62,826.92,65.6,25.37,Rural,Evening,Medium
26.17,52.74,7.24,528.69,56.38,40.11,Urban,Afternoon,Medium
27.24,45.05,9.28,1200.0,85.23,25.06,Forest,Afternoon,High
21.02,58.12,3.05,293.87,50.58,29.6,Forest,Morning,Medium
30.96,56.99,5.93,887.48,76.24,19.23,Forest,Evening,Medium
24.38,30.95,8.56,277.84,37.07,19.34,Forest,Evening,Low
27.02,27.78,8.23,604.43,51.16,29.09,Forest,Morning,High
25.74,59.44,14.4,689.71,25.75,29.28,Rural,Afternoon,Medium
24.05,57.03,15.71,1020.91,68.02,30.98,Forest,Morning,High
27.96,48.61,3.72,376.85,47.59,28.77,Rural,Afternoon,Medium
26.92,30.14,8.56,899.01,57.16,11.64,Rural,Afternoon,High
26.14,62.07,11.37,705.63,43.73,16.94,Urban,Evening,Low
24.36,74.08,15.58,781.84,61.73,33.5,Urban,Afternoon,Medium
29.6,59.17,11.59,987.5,57.95,5.42,Rural,Evening,Medium
36.27,42.29,9.45,315.23,30.11,27.93,Forest,Evening,Medium
28.7,55.67,11.33,943.18,31.26,23.88,Forest,Morning,High
32.98,34.51,11.37,529.33,49.44,33.5,Rural,Afternoon,Medium
21.05,70.87,3.36,1028.76,63.19,29.17,Forest,Morning,High
28.79,56.23,8.96,800.37,87.26,18.36,Rural,Morning,High
22.51,28.48,15.3,637.14,56.06,17.91,Urban,Morning,Medium
20.62,50.49,6.96,522.99,70.15,19.77,Forest,Morning,Medium
24.3,61.95,8.65,946.99,17.74,30.8,Forest,Evening,Medium
33.96,50.0,6.79,1078.29,90.26,1.98,Forest,Evening,High
32.75,50.86,0.0,540.14,62.11,26.57,Urban,Evening,Medium
29.22,36.63,8.1,360.1,49.01,16.17,Forest,Evening,Low
20.34,63.5,9.51,908.26,46.71,26.91,Rural,Afternoon,Medium
27.02,45.27,5.44,265.44,27.86,28.44,Forest,Evening,Medium
29.51,22.65,2.23,308.35,33.57,8.38,Rural,Afternoon,Medium
28.88,49.43,3.6,381.19,88.21,22.73,Forest,Morning,High
18.78,69.72,11.82,575.36,30.22,26.56,Rural,Afternoon,Medium
23.55,49.2,17.86,299.1,29.83,25.88,Urban,Evening,Low
27.68,81.07,14.91,118.36,35.96,23.78,Forest,Evening,Low
30.68,61.43,1.28,359.37,26.04,12.79,Urban,Evening,Low
17.02,60.08,12.27,892.74,50.31,14.31,Urban,Morning,Medium
27.19,53.07,4.68,318.54,71.78,11.22,Forest,Morning,Medium
28.72,53.98,5.09,597.92,37.79,30.54,Forest,Evening,Medium
32.25,51.05,5.69,1200.0,22.53,23.84,Rural,Morning,High
31.46,50.47,11.53,685.25,55.84,24.48,Forest,Afternoon,High
30.91,62.96,12.8,802.76,48.88,7.95,Forest,Afternoon,Medium
24.0,40.96,7.51,416.19,70.05,24.66,Rural,Afternoon,Medium
18.46,38.86,7.59,1200.0,40.91,31.34,Rural,Afternoon,High
26.03,38.15,10.32,537.61,44.8,6.58,Forest,Evening,Medium
33.01,85.68,10.84,631.57,47.01,19.65,Forest,Evening,Medium
34.97,62.96,13.88,1095.12,51.78,9.3,Forest,Afternoon,High
31.55,59.57,1.58,645.48,42.15,20.8,Urban,Afternoon,Medium
30.15,39.14,8.1,714.37,38.91,15.99,Urban,Evening,Low
29.9,64.35,2.66,615.49,12.99,28.81,Forest,Morning,Medium
25.22,53.25,7.75,617.55,38.69,26.69,Rural,Afternoon,Medium
27.35,58.21,6.87,811.15,64.3,37.92,Forest,Morning,High
36.35,40.35,7.77,865.88,67.0,24.46,Forest,Evening,High
23.29,57.4,4.0,507.03,40.58,28.38,Urban,Afternoon,Medium
36.07,48.64,0.56,470.18,75.99,19.42,Forest,Afternoon,High
26.39,43.52,0.0,517.26,49.43,13.97,Forest,Morning,Medium
34.63,66.01,7.34,279.62,23.24,33.35,Urban,Morning,Medium
20.97,31.93,5.84,222.87,16.95,37.43,Urban,Morning,Low
30.93,63.47,4.62,789.15,74.37,32.06,Rural,Morning,High
24.32,65.27,14.61,981.58,42.54,26.31,Rural,Afternoon,Medium
20.92,41.81,3.7,961.31,25.72,15.26,Rural,Evening,Low
29.09,42.7,15.08,100.0,10.0,36.42,Forest,Morning,Medium
33.05,51.65,16.12,626.48,42.09,30.8,Rural,Morning,Medium
23.78,59.23,0.0,369.37,58.1,45.25,Urban,Evening,Low
20.5,52.71,8.46,743.12,36.05,13.46,Rural,Afternoon,Medium
27.54,61.5,6.0,574.65,28.94,33.63,Forest,Evening,Medium
27.56,81.44,0.0,877.57,39.01,30.49,Forest,Evening,Medium
30.74,47.38,0.78,694.25,74.86,21.58,Rural,Morning,High
32.75,29.27,11.87,131.2,22.14,38.64,Forest,Evening,Medium
27.7,67.39,18.1,409.87,37.17,29.02,Forest,Evening,Low
37.28,80.25,12.51,701.74,74.22,15.63,Forest,Afternoon,High
29.12,60.89,9.62,727.03,59.88,23.82,Rural,Morning,Medium
26.27,38.68,7.89,278.3,53.58,15.51,Forest,Morning,Medium
19.94,53.14,16.41,239.06,37.03,20.31,Rural,Morning,Low
26.69,38.22,18.74,716.87,50.61,32.04,Rural,Afternoon,Medium
26.32,64.64,5.07,278.9,39.24,34.89,Forest,Afternoon,Medium
32.8,34.73,0.0,199.41,32.81,27.21,Rural,Afternoon,Medium
30.31,50.5,0.0,566.46,28.4,17.5,Rural,Afternoon,Medium
22.1,39.93,14.61,553.47,65.68,28.82,Forest,Morning,Medium
28.86,56.9,7.76,436.48,48.79,32.23,Forest,Morning,Medium
31.36,49.5,8.92,488.88,56.29,5.28,Rural,Evening,Medium
35.64,57.65,0.0,704.15,53.03,26.16,Urban,Afternoon,High
32.44,55.34,4.23,483.95,58.82,23.1,Urban,Evening,Medium
31.8,40.2,6.52,721.21,44.91,34.54,Urban,Afternoon,Medium
28.3,64.4,9.04,585.86,40.37,28.86,Urban,Evening,Low
29.94,54.27,6.01,750.3,33.69,29.84,Rural,Morning,Medium
34.25,40.17,2.81,963.46,21.72,20.18,Forest,Morning,High
21.34,88.61,4.08,951.77,27.56,25.02,Urban,Afternoon,Medium
26.25,62.15,14.04,1086.46,42.69,34.44,Forest,Morning,High
24.14,52.7,9.22,951.44,17.94,24.35,Urban,Afternoon,Medium
29.9,76.23,11.06,771.57,22.35,26.75,Urban,Evening,Medium
34.15,82.63,3.51,569.97,70.84,9.64,Urban,Afternoon,Medium
25.02,52.82,0.0,583.67,54.48,24.31,Forest,Evening,Medium
16.05,60.21,5.38,436.67,40.96,4.88,Forest,Evening,Low
25.94,40.18,3.67,701.36,95.43,19.84,Urban,Afternoon,Medium
32.57,52.79,9.75,909.22,17.04,25.64,Forest,Morning,High
30.69,52.01,24.43,482.3,69.51,32.67,Urban,Evening,Low
30.14,57.77,11.48,688.83,47.77,15.01,Rural,Morning,Medium
26.6,59.99,21.68,496.79,65.7,28.74,Forest,Evening,Low
21.6,63.4,10.84,762.81,52.18,39.68,Urban,Evening,Medium
30.58,58.56,4.85,535.18,12.56,18.59,Rural,Evening,Medium
23.83,36.84,9.74,478.15,51.91,9.53,Rural,Evening,Low
38.92,40.92,16.9,496.01,56.71,27.9,Urban,Afternoon,Medium
30.85,46.8,17.15,851.0,10.0,13.08,Rural,Evening,Low
25.1,50.77,5.12,670.98,88.88,16.81,Rural,Morning,Medium
24.94,70.76,9.27,571.47,56.22,34.23,Urban,Morning,Medium
27.54,37.56,0.85,778.42,63.44,43.77,Rural,Afternoon,High
26.8,49.64,12.12,575.65,26.69,14.99,Rural,Evening,Low
33.58,69.3,15.77,1037.96,63.81,17.63,Urban,Afternoon,Medium
28.93,50.5,8.2,407.84,71.79,20.6,Urban,Morning,Medium
24.34,61.91,4.66,643.91,55.07,19.52,Rural,Evening,Medium
37.45,52.91,9.8,278.57,49.81,44.33,Forest,Morning,High
28.25,58.85,10.09,595.94,32.13,19.69,Urban,Afternoon,Medium
31.84,51.57,8.41,196.11,45.68,21.12,Forest,Afternoon,Medium
24.96,65.01,8.89,923.89,39.76,41.16,Urban,Morning,Medium
29.82,31.82,7.13,929.95,61.44,30.77,Forest,Evening,Medium
29.56,49.55,12.98,935.25,33.0,34.86,Urban,Evening,Low
18.55,59.45,11.68,708.66,61.29,15.94,Rural,Morning,Medium
38.08,63.01,3.08,436.04,33.22,19.7,Rural,Morning,High
34.45,77.39,2.95,459.9,44.75,14.6,Forest,Evening,Medium
26.01,49.13,6.73,1159.05,62.32,33.01,Forest,Morning,High
22.49,77.19,11.68,1130.7,35.92,37.25,Urban,Afternoon,Medium
29.74,45.11,8.74,736.77,63.01,19.0,Urban,Evening,Medium
28.43,74.93,4.78,545.31,61.06,21.36,Forest,Evening,Medium
29.78,67.26,9.31,1110.59,44.58,21.8,Forest,Afternoon,High
28.96,41.3,6.35,491.65,73.24,9.53,Rural,Morning,High
30.53,59.61,12.4,768.65,51.56,18.26,Forest,Evening,Medium
35.24,54.23,9.67,1105.59,72.05,32.73,Rural,Evening,High
30.84,64.38,6.42,449.1,85.87,16.25,Forest,Evening,Medium
22.75,51.65,9.16,948.77,45.17,25.93,Rural,Morning,Medium
34.81,50.39,14.58,856.17,62.9,11.92,Rural,Evening,Medium
36.2,75.54,5.15,688.15,37.25,23.56,Rural,Morning,High
40.0,53.52,10.01,401.97,29.34,19.37,Urban,Afternoon,Medium
22.38,67.4,7.65,482.67,46.09,12.78,Rural,Morning,Medium
29.21,51.62,10.13,786.84,22.75,32.9,Forest,Morning,Medium
17.59,80.0,4.73,273.0,31.25,33.47,Forest,Afternoon,Medium
30.77,44.82,8.55,739.22,61.83,15.3,Forest,Morning,High
25.26,45.79,13.54,862.32,39.73,22.84,Urban,Afternoon,Medium
37.62,77.87,3.31,995.57,64.21,25.44,Rural,Evening,High
24.13,48.33,1.35,280.49,55.99,6.85,Urban,Afternoon,Low
19.55,79.02,1.54,1094.87,87.02,11.03,Rural,Afternoon,Medium
25.64,68.38,2.15,1200.0,60.49,37.86,Forest,Evening,High
18.12,52.68,10.98,823.05,72.28,14.35,Rural,Evening,Low
31.76,27.8,0.97,388.59,58.04,37.58,Urban,Morning,High
17.67,54.71,6.51,601.57,56.23,11.55,Urban,Morning,Medium
28.14,56.52,11.09,685.72,73.29,31.59,Urban,Morning,Medium
17.61,72.51,10.08,781.14,63.38,21.89,Urban,Evening,Low
26.4,78.83,6.07,706.59,54.2,23.29,Forest,Evening,Medium
36.22,44.73,8.95,784.35,54.11,43.56,Urban,Evening,Medium
29.8,67.02,8.54,672.78,60.76,12.46,Urban,Morning,Medium
23.68,66.48,6.88,779.53,36.57,30.95,Urban,Evening,Low
27.84,71.1,6.95,561.84,35.72,30.53,Forest,Evening,Medium
28.09,62.48,19.18,598.54,78.51,50.0,Rural,Afternoon,Medium
30.36,25.86,12.05,527.19,87.29,14.23,Forest,Afternoon,High
21.17,52.67,20.4,1200.0,31.42,18.74,Forest,Evening,Low
30.96,37.66,5.52,1139.17,36.62,33.16,Forest,Morning,High
14.48,51.96,7.58,866.59,72.85,23.0,Rural,Afternoon,Medium
24.85,69.7,1.34,1097.59,60.67,20.37,Urban,Evening,Medium
25.56,59.58,3.95,939.54,63.53,34.58,Forest,Afternoon,High
31.17,72.22,17.51,754.38,67.93,22.33,Urban,Afternoon,Medium
28.11,60.13,5.39,248.33,45.19,16.08,Urban,Morning,Medium
20.97,35.53,17.6,621.35,56.6,32.26,Rural,Evening,Low
23.08,20.0,1.78,599.49,55.04,28.75,Rural,Evening,Medium
28.99,57.23,2.73,360.08,32.83,21.87,Forest,Morning,Medium
27.6,51.79,6.29,254.15,56.3,21.4,Rural,Morning,Medium
25.1,40.35,7.68,847.82,74.75,15.85,Rural,Morning,Medium
25.6,29.49,12.62,797.35,43.32,32.25,Rural,Evening,Medium
31.48,43.98,10.25,349.78,53.05,21.4,Urban,Afternoon,Medium
25.41,52.08,5.92,476.24,54.13,17.3,Rural,Evening,Medium
27.56,64.99,7.33,1048.37,44.31,12.14,Forest,Evening,Medium
38.85,57.83,6.4,436.69,63.54,28.92,Rural,Morning,High
20.88,79.12,3.43,751.24,36.4,19.91,Forest,Morning,Medium
18.74,39.47,3.56,643.07,76.65,4.87,Forest,Morning,Medium
31.92,68.22,13.14,851.91,62.52,12.97,Rural,Evening,Medium
24.61,55.71,0.0,443.17,31.26,22.66,Urban,Morning,Medium
26.41,65.42,16.09,727.03,83.96,22.94,Forest,Morning,Medium
24.09,48.45,6.29,750.62,53.36,22.56,Forest,Afternoon,Medium
26.7,71.08,4.14,769.05,35.54,21.17,Forest,Afternoon,Medium
35.99,59.43,11.7,723.72,72.09,10.24,Rural,Morning,High
32.01,44.81,15.43,803.38,59.89,16.25,Forest,Afternoon,Medium
32.31,54.82,13.59,1200.0,14.56,36.84,Rural,Evening,Medium
20.92,51.41,10.51,1200.0,39.49,35.36,Forest,Afternoon,Medium
22.24,62.34,13.43,508.24,55.58,30.78,Urban,Morning,Medium
13.8,37.3,0.0,100.0,10.0,29.9,Forest,Evening,Low
23.95,54.56,5.39,878.65,51.7,34.05,Rural,Evening,Medium
32.78,60.93,3.44,755.88,53.16,13.79,Rural,Afternoon,High
30.58,55.5,14.12,1018.31,26.33,25.33,Forest,Morning,High
26.89,75.2,6.08,785.47,55.41,13.8,Rural,Morning,Medium
27.89,66.61,12.23,717.58,50.15,13.97,Urban,Afternoon,Medium
24.56,54.89,10.68,1038.67,26.17,28.68,Rural,Afternoon,Medium
29.02,58.25,3.69,1080.63,68.39,34.47,Forest,Afternoon,High
31.83,59.43,5.07,284.03,66.76,23.06,Urban,Morning,Medium
19.92,61.05,14.47,455.02,44.21,41.49,Rural,Afternoon,Low
29.5,27.62,4.12,668.32,46.03,27.12,Forest,Afternoon,Medium
32.66,50.48,8.62,729.53,64.53,17.23,Rural,Afternoon,High
25.92,32.73,4.09,632.21,45.99,14.13,Forest,Morning,Medium
31.5,74.17,6.43,830.26,11.38,35.18,Rural,Evening,Low
40.0,54.09,7.77,998.83,59.74,26.28,Rural,Morning,High
27.48,52.1,4.09,1200.0,33.73,31.76,Urban,Morning,High
29.97,68.45,3.2,873.67,42.2,0.0,Urban,Evening,Medium
24.31,61.33,9.43,444.3,79.16,27.45,Rural,Morning,Medium
28.91,38.07,3.78,655.79,47.32,19.88,Forest,Evening,Medium
30.3,53.94,3.95,677.39,50.03,11.06,Forest,Evening,Medium
28.97,49.97,3.3,854.39,60.19,24.37,Rural,Evening,Medium
22.9,28.83,7.61,816.45,60.11,35.92,Rural,Evening,Medium
29.03,44.65,12.72,1200.0,31.62,47.66,Urban,Morning,High
35.31,52.25,15.53,561.55,48.79,27.42,Rural,Evening,Medium
30.24,53.28,4.37,815.43,50.72,17.91,Rural,Afternoon,High
32.81,32.77,18.75,1200.0,55.44,17.3,Forest,Evening,High
26.81,72.27,2.98,524.44,55.78,34.63,Urban,Evening,Low
31.75,53.47,13.42,743.54,100.0,15.03,Urban,Morning,Medium
29.4,55.56,4.39,416.54,26.48,31.22,Rural,Afternoon,Medium
23.25,61.01,3.65,724.63,69.6,27.94,Urban,Evening,Low
